"docid","docnumber","docdate","parent","request"
526158,"ОП-З-03259-001","2023-12-01 09:29:49.911515+03",526083,"1022501297785"
466568,"ОП-З-01643-001","2023-09-07 14:30:15.088537+03",466509,"1127451018750"
466880,"ОП-З-01460-002","2023-09-07 16:32:07.039105+03",460069,"1021000541979"
466743,"О-З-01460-001","2023-09-07 15:56:01.974239+03",460069,"1021000541979"
465184,"О-З-01468-003","2023-09-06 18:41:01.417459+03",460428,"1025203045482"
482962,"З-02107","2023-09-26 09:32:01.89559+03",NULL,"1022800710613"
467225,"О-З-01553-002","2023-09-08 07:14:02.309203+03",463299,"1023800844319"
467174,"ОП-З-01543-005","2023-09-08 03:05:29.290258+03",463008,"1026900570201"
463686,"З-01566","2023-09-06 13:41:01.691583+03",NULL,"1024502052530"
468120,"ОП-З-01675-002","2023-09-08 13:44:36.978801+03",467626,"1021900535975"
526191,"ОП-З-03261-001","2023-12-01 10:03:08.752124+03",526180,"1023801748761"
468021,"ОП-З-01553-003","2023-09-08 12:25:35.667266+03",463299,"1023800844319"
474106,"ОП-З-01878-001","2023-09-13 17:21:48.493298+03",474086,"1038302271919"
466028,"ОП-З-01627-001","2023-09-07 12:02:41.041199+03",465949,"1024502052530"
474449,"ОП-З-01879-002","2023-09-14 10:19:27.111589+03",474169,"1021300972769"
474776,"О-З-01889-001","2023-09-14 13:31:01.628408+03",474529,"1021300972769"
495402,"З-02401","2023-10-10 07:47:01.555064+03",NULL,"1020201933950"
464269,"З-01579","2023-09-06 15:28:01.774111+03",NULL,"1025602002007"
466894,"З-01653","2023-09-07 16:27:02.387613+03",NULL,"1033600044070"
504682,"ОП-З-02616-005","2023-10-20 10:49:56.571047+03",504171,"1027806887184"
482973,"ОП-З-02107-001","2023-09-26 09:33:15.229729+03",482962,"1022800710613"
469262,"ОП-З-01740-001","2023-09-11 09:41:01.427579+03",469098,"1025201341560"
477286,"ОП-З-01962-001","2023-09-18 11:46:57.685548+03",477264,"1033301806537"
465293,"З-01606","2023-09-07 08:09:01.477251+03",NULL,"1022301812500"
472681,"ОП-З-01825-001","2023-09-13 09:42:55.672597+03",472279,"1153668049028"
468050,"О-З-01677-001","2023-09-08 12:37:02.104853+03",467655,"1021900535975"
468095,"ОП-З-01683-001","2023-09-08 13:31:45.0081+03",467776,"1022900529431"
510290,"З-02791","2023-11-02 17:01:01.946896+03",NULL,"1022301597647"
468133,"ОП-З-01682-002","2023-09-08 13:36:30.022201+03",467766,"1033301806537"
468184,"З-01692","2023-09-08 13:51:02.317109+03",NULL,"1024502052530"
468573,"З-01703","2023-09-08 16:23:01.746107+03",NULL,"1020800507067"
490699,"ОП-З-02240-002","2023-10-04 12:05:26.460185+03",488433,"1025901510403"
471700,"О-З-01802-002","2023-09-12 13:38:01.883483+03",471421,"1026604939855"
504659,"О-З-02616-003","2023-10-20 10:43:02.289564+03",504171,"1027806887184"
472876,"ОП-З-01839-001","2023-09-13 10:13:49.523892+03",472500,"1034316558418"
470085,"О-З-01677-004","2023-09-11 12:34:01.921154+03",467655,"1021900535975"
513144,"О-З-02904-001","2023-11-09 14:44:02.468085+03",513072,"1022100909710"
475781,"ОП-З-01920-001","2023-09-15 10:08:56.162986+03",475575,"1023801748761"
473651,"ОП-З-01866-001","2023-09-13 13:56:06.954125+03",473633,"1020201933950"
470097,"ОП-З-01677-005","2023-09-11 12:36:06.408505+03",467655,"1021900535975"
515678,"ОП-З-02904-005","2023-11-13 14:45:53.72008+03",513072,"1022100909710"
463847,"З-01569","2023-09-06 14:10:01.865458+03",NULL,"1027101415846"
468583,"З-01704","2023-09-08 16:25:01.81271+03",NULL,"1034800150758"
468845,"О-З-00978-006","2023-09-10 23:54:01.90438+03",444889,"1024101031790"
471765,"ОП-З-01811-001","2023-09-12 14:03:18.448952+03",471743,"1149102131265"
467687,"З-01680","2023-09-08 11:14:02.099728+03",NULL,"1027810241502"
468194,"З-01693","2023-09-08 14:10:02.261168+03",NULL,"1033600044070"
524717,"ОП-З-03183-003","2023-11-28 16:19:20.518206+03",522024,"1026602950065"
471770,"О-З-01803-001","2023-09-12 14:02:02.32087+03",471460,"1023601560510"
468312,"ОП-З-01680-001","2023-09-08 15:20:39.398511+03",467687,"1027810241502"
468613,"З-01705","2023-09-08 16:29:02.265855+03",NULL,"1127451018750"
465445,"З-01609","2023-09-07 09:15:02.404203+03",NULL,"1024001432234"
469846,"ОП-З-01538-002","2023-09-11 11:17:38.254349+03",462817,"1022401359177"
517174,"ОП-З-03029-001","2023-11-15 09:02:41.482028+03",517119,"1027000853978"
471787,"ОП-З-01803-002","2023-09-12 14:17:12.44661+03",471460,"1023601560510"
468671,"О-З-01527-002","2023-09-08 17:08:01.993025+03",462485,"1026103275440"
470110,"О-З-01378-006","2023-09-11 12:41:02.176586+03",457329,"1036300667534"
470468,"З-01767","2023-09-11 14:23:01.84776+03",NULL,"1149102131265"
470354,"ОП-З-01764-001","2023-09-11 14:03:35.368395+03",470333,"1024502052530"
470656,"ОП-З-01774-001","2023-09-11 15:10:10.722532+03",470621,"1022304015359"
469904,"ОП-З-01721-003","2023-09-11 11:46:24.171355+03",468868,"1023801748761"
467155,"З-01660","2023-09-08 02:26:01.449695+03",NULL,"1022500615610"
463266,"З-01550","2023-09-06 10:30:01.916956+03",NULL,"1025201341560"
469739,"ОП-З-01721-002","2023-09-11 10:46:55.006043+03",468868,"1023801748761"
472168,"ОП-З-01818-001","2023-09-12 17:03:46.114327+03",472153,"1155074010508"
489341,"ОП-З-02247-005","2023-10-03 11:33:05.260542+03",488689,"1023404237669"
470364,"ОП-З-01759-004","2023-09-11 14:04:02.446903+03",470176,"1025901702485"
473644,"ОП-З-01855-001","2023-09-13 14:00:17.788892+03",473262,"1149102131265"
470672,"ОП-З-01760-002","2023-09-11 15:14:03.114892+03",470217,"1033301806537"
471213,"ОП-З-01794-001","2023-09-12 09:58:14.460291+03",471193,"1026103709499"
470497,"ОП-З-01767-001","2023-09-11 14:30:54.86397+03",470468,"1149102131265"
478729,"ОП-З-01996-001","2023-09-19 14:09:47.992814+03",478709,"1021500582278"
468778,"З-01711","2023-09-08 22:07:01.768206+03",NULL,"1030203921076"
490065,"ОП-З-02277-001","2023-10-04 09:48:33.82892+03",489904,"1021500582278"
506966,"ОП-З-02677-001","2023-10-24 10:40:42.260588+03",506949,"1149102131265"
489013,"О-З-02240-001","2023-10-02 18:52:02.165794+03",488433,"1025901510403"
470131,"ОП-З-01707-002","2023-09-11 12:49:50.157814+03",468640,"1027802505279"
470606,"ОП-З-01768-001","2023-09-11 15:02:35.572767+03",470515,"1022601974757"
468794,"З-01713","2023-09-09 11:12:01.466764+03",NULL,"1025901510403"
476692,"ОП-З-01925-002","2023-09-15 16:07:38.624602+03",475829,"1127451018750"
470263,"ОП-З-01762-002","2023-09-11 13:30:28.455273+03",470231,"1033301800267"
470144,"ОП-З-01757-001","2023-09-11 12:52:53.155549+03",470119,"1025901510403"
497944,"ОП-З-02463-001","2023-10-12 12:04:38.95317+03",497920,"1022100909710"
469885,"З-01752","2023-09-11 11:31:02.036145+03",NULL,"1022200882362"
533018,"ОП-З-03453-002","2023-12-21 11:43:03.650637+03",532945,"1022301812500"
474117,"ОП-З-01858-002","2023-09-13 17:32:06.495854+03",473313,"1021500582278"
470160,"ОП-З-01378-009","2023-09-11 13:01:26.871971+03",457329,"1036300667534"
489321,"О-З-02247-003","2023-10-03 11:29:02.173813+03",488689,"1023404237669"
533004,"О-З-03453-001","2023-12-21 11:42:02.131931+03",532945,"1022301812500"
471817,"ОП-З-01794-002","2023-09-12 14:21:53.503647+03",471193,"1026103709499"
469098,"З-01740","2023-09-11 09:26:02.257533+03",NULL,"1025201341560"
469409,"ОП-З-01731-001","2023-09-11 09:58:36.523929+03",468939,"1027501153074"
470535,"О-З-01760-001","2023-09-11 14:43:01.61128+03",470217,"1033301806537"
474093,"О-З-01858-001","2023-09-13 17:18:01.835747+03",473313,"1021500582278"
490729,"ОП-З-02297-001","2023-10-04 12:15:27.679825+03",490704,"1027600693812"
471129,"ОП-З-01790-001","2023-09-12 09:34:10.943815+03",471016,"1025300993838"
469034,"ОП-З-01719-001","2023-09-11 09:11:44.909751+03",468838,"1020100700641"
469106,"ОП-З-01713-001","2023-09-11 09:26:48.476941+03",468794,"1025901510403"
469929,"ОП-З-01753-001","2023-09-11 11:43:34.9299+03",469918,"1155074010508"
470417,"ОП-З-01764-002","2023-09-11 14:15:17.245479+03",470333,"1024502052530"
474064,"ОП-З-01876-001","2023-09-13 17:02:43.229037+03",474045,"1021300972769"
469175,"ОП-З-01734-001","2023-09-11 09:33:03.759527+03",468963,"1022900529431"
472199,"ОП-З-01819-001","2023-09-12 17:09:10.587286+03",472173,"1037800006089"
472123,"З-01816","2023-09-12 16:39:01.417279+03",NULL,"1021500582278"
464786,"З-01592","2023-09-06 16:28:01.529343+03",NULL,"1021500582278"
469334,"ОП-З-01725-001","2023-09-11 09:46:14.290276+03",468896,"1022800710613"
469416,"ОП-З-01708-001","2023-09-11 10:03:46.07999+03",468697,"1027809197635"
470190,"ОП-З-01759-001","2023-09-11 13:23:36.589151+03",470176,"1025901702485"
469956,"ОП-З-01751-001","2023-09-11 11:48:49.752353+03",469877,"1023801748761"
468868,"З-01721","2023-09-11 03:42:02.329712+03",NULL,"1023801748761"
469083,"ОП-З-01737-001","2023-09-11 09:27:13.501716+03",469042,"1023601560510"
470196,"ОП-З-01758-001","2023-09-11 13:25:10.261798+03",470169,"1022601974757"
469446,"ОП-З-01724-001","2023-09-11 10:06:49.200343+03",468889,"1022200882362"
503095,"ОП-З-02582-001","2023-10-19 09:39:25.907693+03",503021,"1057747900143"
471830,"ОП-З-01813-001","2023-09-12 14:29:33.6137+03",471805,"1026604939855"
469298,"ОП-З-01718-001","2023-09-11 09:41:56.792355+03",468830,"1020100700641"
506978,"О-З-02667-002","2023-10-24 11:07:01.95145+03",506666,"1022100976347"
470242,"ОП-З-01762-001","2023-09-11 13:29:37.684252+03",470231,"1033301800267"
519269,"О-З-03085-001","2023-11-17 09:48:02.004076+03",518949,"1027200835859"
519283,"ОП-З-03085-002","2023-11-17 09:49:39.23315+03",518949,"1027200835859"
467626,"З-01675","2023-09-08 10:42:02.179101+03",NULL,"1021900535975"
470224,"З-01761","2023-09-11 13:26:02.162961+03",NULL,"1036894109614"
469256,"ОП-З-01742-001","2023-09-11 09:40:28.643532+03",469227,"1027810241502"
471531,"ОП-З-01804-001","2023-09-12 12:37:36.529287+03",471469,"1021900535975"
469497,"ОП-З-01744-001","2023-09-11 10:11:38.802918+03",469379,"1022601974757"
469159,"ОП-З-01715-001","2023-09-11 09:41:01.280644+03",468808,"1021500582278"
469909,"О-З-01739-001","2023-09-11 11:40:01.909052+03",469088,"1022601974757"
469724,"З-01749","2023-09-11 10:34:01.779803+03",NULL,"1022200882362"
470430,"ОП-З-01765-001","2023-09-11 14:17:14.211983+03",470385,"1025901702485"
487837,"ОП-З-02231-001","2023-09-29 15:18:40.430006+03",487800,"1027301584067"
533031,"ОП-З-03455-001","2023-12-21 11:44:34.52471+03",532997,"1021202051793"
473074,"ОП-З-01851-001","2023-09-13 10:37:25.722172+03",473052,"1020300902313"
462329,"З-01521","2023-09-05 16:32:01.558785+03",NULL,"1020502523623"
469440,"ОП-З-01735-001","2023-09-11 10:04:36.811894+03",468971,"1027900635883"
469477,"ОП-З-01746-001","2023-09-11 10:07:20.976364+03",469457,"1020800762927"
483680,"О-З-02121-001","2023-09-26 17:30:01.5792+03",483591,"1027600693812"
508541,"ОП-З-02706-002","2023-10-27 14:53:20.121874+03",508123,"1149102131265"
483517,"ОП-З-02118-002","2023-09-26 14:47:11.631957+03",483418,"1035605503878"
473790,"О-З-01868-001","2023-09-13 14:25:01.992396+03",473670,"1057747900143"
496538,"З-02430","2023-10-10 20:43:02.124494+03",NULL,"1036300667534"
458603,"З-01408","2023-09-04 11:12:01.860425+03",NULL,"1022701295011"
471847,"О-З-01577-001","2023-09-12 14:32:01.759008+03",464250,"1035605503878"
474579,"О-З-01769-003","2023-09-14 11:16:02.177505+03",470528,"1022100909710"
471857,"ОП-З-01813-002","2023-09-12 14:35:12.29348+03",471805,"1026604939855"
469986,"О-З-01677-002","2023-09-11 11:48:02.23193+03",467655,"1021900535975"
471405,"ОП-З-01800-001","2023-09-12 11:45:42.76077+03",471361,"1149102131265"
469355,"ОП-З-01727-001","2023-09-11 09:50:43.874165+03",468910,"1034205010729"
470745,"ОП-З-01777-001","2023-09-11 15:43:24.322449+03",470716,"1149102131265"
470217,"З-01760","2023-09-11 13:26:01.906503+03",NULL,"1033301806537"
472224,"З-01821","2023-09-12 17:17:01.978586+03",NULL,"1021000541979"
470206,"ОП-З-01759-002","2023-09-11 13:25:51.827617+03",470176,"1025901702485"
484852,"ОП-З-02131-004","2023-09-28 08:57:36.408501+03",483854,"1022401359177"
470397,"О-З-01764-001","2023-09-11 14:12:01.936171+03",470333,"1024502052530"
485242,"ОП-З-02146-002","2023-09-28 10:37:12.903311+03",484427,"1027809197635"
472216,"ОП-З-01817-001","2023-09-12 17:16:27.872516+03",472146,"1023601560510"
472459,"ОП-З-01829-002","2023-09-13 09:19:09.318977+03",472307,"1036404100006"
485049,"О-З-02131-005","2023-09-28 10:06:01.626406+03",483854,"1022401359177"
471805,"З-01813","2023-09-12 14:21:01.639256+03",NULL,"1026604939855"
469512,"О-З-01727-001","2023-09-11 10:10:02.230927+03",468910,"1034205010729"
487976,"О-З-02232-001","2023-09-29 15:36:01.437903+03",487847,"1021603065153"
472740,"ОП-З-01843-001","2023-09-13 09:59:47.124813+03",472658,"1022900529431"
471873,"ОП-З-01577-002","2023-09-12 14:38:33.062975+03",464250,"1035605503878"
470819,"ОП-З-01779-001","2023-09-11 16:36:03.04213+03",470808,"1149102131265"
472403,"О-З-01829-001","2023-09-13 08:49:01.619422+03",472307,"1036404100006"
479600,"ОП-З-01976-005","2023-09-20 09:40:58.747497+03",477789,"1023801748761"
473061,"О-З-01839-001","2023-09-13 10:35:02.15785+03",472500,"1034316558418"
492853,"ОП-З-02327-003","2023-10-05 15:32:01.200476+03",492540,"1156027004715"
474785,"З-01896","2023-09-14 13:37:02.398096+03",NULL,"1022601974757"
471885,"ОП-З-01808-002","2023-09-12 14:40:04.415938+03",471624,"1035605501282"
472247,"ОП-З-01821-001","2023-09-12 17:30:25.836165+03",472224,"1021000541979"
470632,"ОП-З-01773-001","2023-09-11 15:09:37.030747+03",470611,"1020100700641"
472775,"ОП-З-01846-001","2023-09-13 10:03:12.818869+03",472720,"1035605503878"
497448,"З-02455","2023-10-11 17:23:01.85905+03",NULL,"1152468000190"
462983,"З-01542","2023-09-06 08:08:01.723863+03",NULL,"1022301812500"
471726,"О-З-01808-001","2023-09-12 13:44:01.903541+03",471624,"1035605501282"
478747,"О-З-01731-007","2023-09-19 14:11:01.799358+03",468939,"1027501153074"
476713,"ОП-З-01945-001","2023-09-15 16:17:21.790301+03",476702,"1022900540552"
474657,"ОП-З-01891-001","2023-09-14 12:14:16.56219+03",474599,"1027810241502"
472764,"ОП-З-01847-001","2023-09-13 10:01:05.819473+03",472745,"1027810232680"
470758,"ОП-З-01762-004","2023-09-11 15:47:43.259875+03",470231,"1033301800267"
474867,"ОП-З-01896-001","2023-09-14 14:23:30.426251+03",474785,"1022601974757"
470824,"О-З-01715-001","2023-09-11 16:33:02.224487+03",468808,"1021500582278"
470865,"ОП-З-01762-005","2023-09-11 16:51:40.64797+03",470231,"1033301800267"
507602,"ОП-З-02694-001","2023-10-25 12:25:44.472425+03",507591,"1021500582278"
473044,"ОП-З-01834-001","2023-09-13 10:33:50.385247+03",472412,"1023601560510"
470851,"О-З-01762-004","2023-09-11 16:48:01.479853+03",470231,"1033301800267"
459272,"З-01437","2023-09-04 12:48:02.219936+03",NULL,"1027501153074"
467866,"З-01684","2023-09-08 11:52:01.929797+03",NULL,"1026900570201"
492751,"О-З-02327-002","2023-10-05 14:15:01.786585+03",492540,"1156027004715"
472379,"О-З-01817-001","2023-09-13 08:44:01.731165+03",472146,"1023601560510"
472929,"ОП-З-01846-002","2023-09-13 10:17:39.975479+03",472720,"1035605503878"
490784,"ОП-З-02292-002","2023-10-04 12:31:09.941179+03",490321,"1021900535975"
472793,"ОП-З-01817-002","2023-09-13 10:06:01.422501+03",472146,"1023601560510"
470844,"З-01780","2023-09-11 16:42:01.678402+03",NULL,"1021500582278"
463617,"З-01565","2023-09-06 13:31:02.288346+03",NULL,"1034316526342"
471542,"О-З-01778-001","2023-09-12 12:40:02.181065+03",470769,"1025901702485"
500048,"З-02509","2023-10-17 08:17:01.472275+03",NULL,"1036603484763"
489367,"ОП-З-02247-006","2023-10-03 11:37:46.467049+03",488689,"1023404237669"
471201,"ОП-З-01793-001","2023-09-12 09:54:54.509586+03",471182,"1021900535975"
471356,"ОП-З-01795-002","2023-09-12 11:08:10.611452+03",471236,"1022301215947"
472785,"ОП-З-01845-001","2023-09-13 10:06:30.698059+03",472713,"1025300993838"
507046,"ОП-З-02679-001","2023-10-24 11:47:53.870979+03",507023,"1021602857605"
484897,"ОП-З-02131-005","2023-09-28 09:15:10.286452+03",483854,"1022401359177"
470049,"ОП-З-01752-001","2023-09-11 12:58:36.801273+03",469885,"1022200882362"
470972,"О-З-01752-001","2023-09-12 04:21:02.256984+03",469885,"1022200882362"
472529,"ОП-З-01837-001","2023-09-13 09:27:18.035955+03",472471,"1035605501282"
480057,"О-З-02012-003","2023-09-20 14:43:01.513629+03",479402,"1023901869452"
498743,"З-02480","2023-10-13 11:46:01.943325+03",NULL,"1021500582278"
474620,"З-01894","2023-09-14 11:47:01.719286+03",NULL,"1023801748761"
470943,"ОП-З-01783-001","2023-09-11 17:43:14.922629+03",470930,"1025501174885"
474148,"ОП-З-01858-003","2023-09-13 17:49:58.645851+03",473313,"1021500582278"
470981,"О-З-01783-001","2023-09-12 05:53:01.645728+03",470930,"1025501174885"
471960,"ОП-З-01796-002","2023-09-12 15:13:27.893919+03",471273,"1026701445980"
471280,"О-З-01795-001","2023-09-12 10:43:01.803112+03",471236,"1022301215947"
497955,"ОП-З-02430-005","2023-10-12 12:20:43.38112+03",496538,"1036300667534"
471034,"ОП-З-01786-001","2023-09-12 09:06:24.984483+03",470965,"1026500549448"
472553,"О-З-01837-001","2023-09-13 09:30:01.99613+03",472471,"1035605501282"
474136,"О-З-01858-002","2023-09-13 17:44:01.922282+03",473313,"1021500582278"
474127,"О-З-01876-001","2023-09-13 17:41:01.78817+03",474045,"1021300972769"
480377,"ОП-З-02025-002","2023-09-21 09:34:48.257981+03",480047,"1026103709499"
445772,"З-01015","2023-08-09 10:23:02.264013+03",NULL,"1159102004050"
459785,"З-01450","2023-09-04 14:11:02.332765+03",NULL,"1037800006089"
457810,"З-01386","2023-09-01 15:18:02.061571+03",NULL,"1027810241502"
470907,"ОП-З-01782-001","2023-09-11 17:09:12.099082+03",470887,"1159102037940"
474160,"ОП-З-01876-002","2023-09-13 17:51:56.489717+03",474045,"1021300972769"
471469,"З-01804","2023-09-12 12:09:02.324097+03",NULL,"1021900535975"
471303,"З-01797","2023-09-12 10:51:01.989262+03",NULL,"1021000541979"
471441,"ОП-З-01802-001","2023-09-12 12:15:36.817073+03",471421,"1026604939855"
471255,"О-З-01787-001","2023-09-12 10:30:02.088502+03",470990,"1023801748761"
480390,"ОП-З-02034-001","2023-09-21 09:43:01.12769+03",480345,"1033600044070"
471551,"О-З-01778-002","2023-09-12 12:40:02.500735+03",470769,"1025901702485"
472471,"З-01837","2023-09-13 09:18:02.422591+03",NULL,"1035605501282"
499074,"З-02486","2023-10-13 15:54:02.13722+03",NULL,"1020800762927"
471619,"ОП-З-01802-002","2023-09-12 13:22:39.601256+03",471421,"1026604939855"
